,State,Year,Month,Crime Description,Crime Count
11944,Andhra Pradesh,2024,4,VANDALISM,2.0
11945,Andhra Pradesh,2024,4,VEHICLE - STOLEN,2.0
11946,Bihar,2024,4,ARSON,2.0
11947,Bihar,2024,4,ASSAULT,2.0
11948,Bihar,2024,4,BURGLARY,2.0
11949,Bihar,2024,4,COUNTERFEITING,1.0
11950,Bihar,2024,4,CYBERCRIME,1.0
11951,Bihar,2024,4,DOMESTIC VIOLENCE,1.0
11952,Bihar,2024,4,DRUG OFFENSE,2.0
11953,Bihar,2024,4,EXTORTION,2.0
11954,Bihar,2024,4,FIREARM OFFENSE,2.0
11955,Bihar,2024,4,FRAUD,2.0
11956,Bihar,2024,4,HOMICIDE,1.0
11957,Bihar,2024,4,IDENTITY THEFT,2.0
11958,Bihar,2024,4,ILLEGAL POSSESSION,2.0
11959,Bihar,2024,4,KIDNAPPING,2.0
11960,Bihar,2024,4,PUBLIC INTOXICATION,2.0
11961,Bihar,2024,4,ROBBERY,2.0
11962,Bihar,2024,4,SEXUAL ASSAULT,2.0
11963,Bihar,2024,4,SHOPLIFTING,2.0
11964,Bihar,2024,4,TRAFFIC VIOLATION,1.0
11965,Bihar,2024,4,VANDALISM,2.0
11966,Bihar,2024,4,VEHICLE - STOLEN,2.0
11967,Delhi,2024,4,ARSON,3.0
11968,Delhi,2024,4,ASSAULT,3.0
11969,Delhi,2024,4,BURGLARY,3.0
11970,Delhi,2024,4,COUNTERFEITING,3.0
11971,Delhi,2024,4,CYBERCRIME,4.0
11972,Delhi,2024,4,DOMESTIC VIOLENCE,3.0
11973,Delhi,2024,4,DRUG OFFENSE,4.0
11974,Delhi,2024,4,EXTORTION,4.0
11975,Delhi,2024,4,FIREARM OFFENSE,4.0
11976,Delhi,2024,4,FRAUD,4.0
11977,Delhi,2024,4,HOMICIDE,4.0
11978,Delhi,2024,4,IDENTITY THEFT,4.0
11979,Delhi,2024,4,ILLEGAL POSSESSION,4.0
11980,Delhi,2024,4,KIDNAPPING,4.0
11981,Delhi,2024,4,PUBLIC INTOXICATION,4.0
11982,Delhi,2024,4,ROBBERY,4.0
11983,Delhi,2024,4,SEXUAL ASSAULT,5.0
11984,Delhi,2024,4,SHOPLIFTING,4.0
11985,Delhi,2024,4,TRAFFIC VIOLATION,5.0
11986,Delhi,2024,4,VANDALISM,4.0
11987,Delhi,2024,4,VEHICLE - STOLEN,4.0
11988,Gujarat,2024,4,ARSON,5.0
11989,Gujarat,2024,4,ASSAULT,5.0
11990,Gujarat,2024,4,BURGLARY,4.0
11991,Gujarat,2024,4,COUNTERFEITING,5.0
11992,Gujarat,2024,4,CYBERCRIME,5.0
11993,Gujarat,2024,4,DOMESTIC VIOLENCE,4.0
11994,Gujarat,2024,4,DRUG OFFENSE,2.0
11995,Gujarat,2024,4,EXTORTION,5.0
11996,Gujarat,2024,4,FIREARM OFFENSE,4.0
11997,Gujarat,2024,4,FRAUD,4.0
11998,Gujarat,2024,4,HOMICIDE,2.0
11999,Gujarat,2024,4,IDENTITY THEFT,3.0
12000,Gujarat,2024,4,ILLEGAL POSSESSION,5.0
12001,Gujarat,2024,4,KIDNAPPING,2.0
12002,Gujarat,2024,4,PUBLIC INTOXICATION,4.0
12003,Gujarat,2024,4,ROBBERY,3.0
12004,Gujarat,2024,4,SEXUAL ASSAULT,3.0
12005,Gujarat,2024,4,SHOPLIFTING,3.0
12006,Gujarat,2024,4,TRAFFIC VIOLATION,3.0
12007,Gujarat,2024,4,VANDALISM,3.0
12008,Gujarat,2024,4,VEHICLE - STOLEN,4.0
12009,Haryana,2024,4,ARSON,2.0
12010,Haryana,2024,4,ASSAULT,2.0
12011,Haryana,2024,4,BURGLARY,1.0
12012,Haryana,2024,4,COUNTERFEITING,1.0
12013,Haryana,2024,4,CYBERCRIME,2.0
12014,Haryana,2024,4,DOMESTIC VIOLENCE,1.0
12015,Haryana,2024,4,DRUG OFFENSE,1.0
12016,Haryana,2024,4,EXTORTION,2.0
12017,Haryana,2024,4,FIREARM OFFENSE,1.0
12018,Haryana,2024,4,FRAUD,1.0
12019,Haryana,2024,4,HOMICIDE,1.0
12020,Haryana,2024,4,IDENTITY THEFT,1.0
12021,Haryana,2024,4,ILLEGAL POSSESSION,1.0
12022,Haryana,2024,4,KIDNAPPING,2.0
12023,Haryana,2024,4,PUBLIC INTOXICATION,1.0
12024,Haryana,2024,4,ROBBERY,2.0
12025,Haryana,2024,4,SEXUAL ASSAULT,1.0
12026,Haryana,2024,4,SHOPLIFTING,2.0
12027,Haryana,2024,4,TRAFFIC VIOLATION,1.0
12028,Haryana,2024,4,VANDALISM,1.0
12029,Haryana,2024,4,VEHICLE - STOLEN,1.0
12030,Jammu & Kashmir,2024,4,ARSON,2.0
12031,Jammu & Kashmir,2024,4,ASSAULT,2.0
12032,Jammu & Kashmir,2024,4,BURGLARY,2.0
12033,Jammu & Kashmir,2024,4,COUNTERFEITING,1.0
12034,Jammu & Kashmir,2024,4,CYBERCRIME,2.0
12035,Jammu & Kashmir,2024,4,DOMESTIC VIOLENCE,1.0
12036,Jammu & Kashmir,2024,4,DRUG OFFENSE,2.0
12037,Jammu & Kashmir,2024,4,EXTORTION,2.0
12038,Jammu & Kashmir,2024,4,FIREARM OFFENSE,2.0
12039,Jammu & Kashmir,2024,4,FRAUD,2.0
12040,Jammu & Kashmir,2024,4,HOMICIDE,2.0
12041,Jammu & Kashmir,2024,4,IDENTITY THEFT,2.0
12042,Jammu & Kashmir,2024,4,ILLEGAL POSSESSION,2.0
12043,Jammu & Kashmir,2024,4,KIDNAPPING,1.0
12044,Jammu & Kashmir,2024,4,PUBLIC INTOXICATION,2.0
12045,Jammu & Kashmir,2024,4,ROBBERY,2.0
12046,Jammu & Kashmir,2024,4,SEXUAL ASSAULT,2.0
12047,Jammu & Kashmir,2024,4,SHOPLIFTING,2.0
12048,Jammu & Kashmir,2024,4,TRAFFIC VIOLATION,1.0
12049,Jammu & Kashmir,2024,4,VANDALISM,1.0
12050,Jammu & Kashmir,2024,4,VEHICLE - STOLEN,1.0
12051,Karnataka,2024,4,ARSON,5.0
12052,Karnataka,2024,4,ASSAULT,3.0
12053,Karnataka,2024,4,BURGLARY,5.0
12054,Karnataka,2024,4,COUNTERFEITING,3.0
12055,Karnataka,2024,4,CYBERCRIME,3.0
12056,Karnataka,2024,4,DOMESTIC VIOLENCE,2.0
12057,Karnataka,2024,4,DRUG OFFENSE,2.0
12058,Karnataka,2024,4,EXTORTION,5.0
12059,Karnataka,2024,4,FIREARM OFFENSE,3.0
12060,Karnataka,2024,4,FRAUD,4.0
12061,Karnataka,2024,4,HOMICIDE,2.0
12062,Karnataka,2024,4,IDENTITY THEFT,4.0
12063,Karnataka,2024,4,ILLEGAL POSSESSION,4.0
12064,Karnataka,2024,4,KIDNAPPING,3.0
12065,Karnataka,2024,4,PUBLIC INTOXICATION,4.0
12066,Karnataka,2024,4,ROBBERY,4.0
12067,Karnataka,2024,4,SEXUAL ASSAULT,3.0
12068,Karnataka,2024,4,SHOPLIFTING,3.0
12069,Karnataka,2024,4,TRAFFIC VIOLATION,3.0
12070,Karnataka,2024,4,VANDALISM,2.0
12071,Karnataka,2024,4,VEHICLE - STOLEN,4.0
12072,Madhya Pradesh,2024,4,ARSON,2.0
12073,Madhya Pradesh,2024,4,ASSAULT,2.0
12074,Madhya Pradesh,2024,4,BURGLARY,2.0
12075,Madhya Pradesh,2024,4,COUNTERFEITING,2.0
12076,Madhya Pradesh,2024,4,CYBERCRIME,1.0
12077,Madhya Pradesh,2024,4,DOMESTIC VIOLENCE,1.0
12078,Madhya Pradesh,2024,4,DRUG OFFENSE,2.0
12079,Madhya Pradesh,2024,4,EXTORTION,2.0
12080,Madhya Pradesh,2024,4,FIREARM OFFENSE,2.0
12081,Madhya Pradesh,2024,4,FRAUD,2.0
12082,Madhya Pradesh,2024,4,HOMICIDE,2.0
12083,Madhya Pradesh,2024,4,IDENTITY THEFT,2.0
12084,Madhya Pradesh,2024,4,ILLEGAL POSSESSION,2.0
12085,Madhya Pradesh,2024,4,KIDNAPPING,2.0
12086,Madhya Pradesh,2024,4,PUBLIC INTOXICATION,2.0
12087,Madhya Pradesh,2024,4,ROBBERY,2.0
12088,Madhya Pradesh,2024,4,SEXUAL ASSAULT,2.0
12089,Madhya Pradesh,2024,4,SHOPLIFTING,2.0
12090,Madhya Pradesh,2024,4,TRAFFIC VIOLATION,2.0
12091,Madhya Pradesh,2024,4,VANDALISM,2.0
12092,Madhya Pradesh,2024,4,VEHICLE - STOLEN,2.0
12093,Maharashtra,2024,4,ARSON,9.0
12094,Maharashtra,2024,4,ASSAULT,9.0
12095,Maharashtra,2024,4,BURGLARY,7.0
12096,Maharashtra,2024,4,COUNTERFEITING,8.0
12097,Maharashtra,2024,4,CYBERCRIME,12.0
12098,Maharashtra,2024,4,DOMESTIC VIOLENCE,10.0
12099,Maharashtra,2024,4,DRUG OFFENSE,11.0
12100,Maharashtra,2024,4,EXTORTION,7.0
12101,Maharashtra,2024,4,FIREARM OFFENSE,10.0
12102,Maharashtra,2024,4,FRAUD,7.0
12103,Maharashtra,2024,4,HOMICIDE,7.0
12104,Maharashtra,2024,4,IDENTITY THEFT,9.0
12105,Maharashtra,2024,4,ILLEGAL POSSESSION,9.0
12106,Maharashtra,2024,4,KIDNAPPING,9.0
12107,Maharashtra,2024,4,PUBLIC INTOXICATION,7.0
12108,Maharashtra,2024,4,ROBBERY,9.0
12109,Maharashtra,2024,4,SEXUAL ASSAULT,9.0
12110,Maharashtra,2024,4,SHOPLIFTING,6.0
12111,Maharashtra,2024,4,TRAFFIC VIOLATION,7.0
12112,Maharashtra,2024,4,VANDALISM,5.0
12113,Maharashtra,2024,4,VEHICLE - STOLEN,20.0
12114,Punjab,2024,4,ARSON,2.0
12115,Punjab,2024,4,ASSAULT,2.0
12116,Punjab,2024,4,BURGLARY,2.0
12117,Punjab,2024,4,COUNTERFEITING,2.0
12118,Punjab,2024,4,CYBERCRIME,2.0
12119,Punjab,2024,4,DOMESTIC VIOLENCE,1.0
12120,Punjab,2024,4,DRUG OFFENSE,2.0
12121,Punjab,2024,4,EXTORTION,2.0
12122,Punjab,2024,4,FIREARM OFFENSE,2.0
12123,Punjab,2024,4,FRAUD,2.0
12124,Punjab,2024,4,HOMICIDE,2.0
12125,Punjab,2024,4,IDENTITY THEFT,2.0
12126,Punjab,2024,4,ILLEGAL POSSESSION,2.0
12127,Punjab,2024,4,KIDNAPPING,2.0
12128,Punjab,2024,4,PUBLIC INTOXICATION,2.0
12129,Punjab,2024,4,ROBBERY,2.0
12130,Punjab,2024,4,SEXUAL ASSAULT,2.0
12131,Punjab,2024,4,SHOPLIFTING,2.0
12132,Punjab,2024,4,TRAFFIC VIOLATION,2.0
12133,Punjab,2024,4,VANDALISM,2.0
12134,Punjab,2024,4,VEHICLE - STOLEN,1.0
12135,Rajasthan,2024,4,ARSON,2.0
12136,Rajasthan,2024,4,ASSAULT,2.0
12137,Rajasthan,2024,4,BURGLARY,2.0
12138,Rajasthan,2024,4,COUNTERFEITING,2.0
12139,Rajasthan,2024,4,CYBERCRIME,2.0
12140,Rajasthan,2024,4,DOMESTIC VIOLENCE,1.0
12141,Rajasthan,2024,4,DRUG OFFENSE,2.0
12142,Rajasthan,2024,4,EXTORTION,2.0
12143,Rajasthan,2024,4,FIREARM OFFENSE,2.0
12144,Rajasthan,2024,4,FRAUD,2.0
12145,Rajasthan,2024,4,HOMICIDE,1.0
12146,Rajasthan,2024,4,IDENTITY THEFT,2.0
12147,Rajasthan,2024,4,ILLEGAL POSSESSION,2.0
12148,Rajasthan,2024,4,KIDNAPPING,2.0
12149,Rajasthan,2024,4,PUBLIC INTOXICATION,2.0
12150,Rajasthan,2024,4,ROBBERY,3.0
12151,Rajasthan,2024,4,SEXUAL ASSAULT,2.0
12152,Rajasthan,2024,4,SHOPLIFTING,2.0
12153,Rajasthan,2024,4,TRAFFIC VIOLATION,2.0
12154,Rajasthan,2024,4,VANDALISM,2.0
12155,Rajasthan,2024,4,VEHICLE - STOLEN,2.0
12156,Tamil Nadu,2024,4,ARSON,3.0
12157,Tamil Nadu,2024,4,ASSAULT,2.0
12158,Tamil Nadu,2024,4,BURGLARY,3.0
12159,Tamil Nadu,2024,4,COUNTERFEITING,3.0
12160,Tamil Nadu,2024,4,CYBERCRIME,2.0
12161,Tamil Nadu,2024,4,DOMESTIC VIOLENCE,2.0
12162,Tamil Nadu,2024,4,DRUG OFFENSE,2.0
12163,Tamil Nadu,2024,4,EXTORTION,3.0
12164,Tamil Nadu,2024,4,FIREARM OFFENSE,3.0
12165,Tamil Nadu,2024,4,FRAUD,3.0
12166,Tamil Nadu,2024,4,HOMICIDE,2.0
12167,Tamil Nadu,2024,4,IDENTITY THEFT,2.0
12168,Tamil Nadu,2024,4,ILLEGAL POSSESSION,2.0
12169,Tamil Nadu,2024,4,KIDNAPPING,3.0
12170,Tamil Nadu,2024,4,PUBLIC INTOXICATION,4.0
12171,Tamil Nadu,2024,4,ROBBERY,3.0
12172,Tamil Nadu,2024,4,SEXUAL ASSAULT,2.0
12173,Tamil Nadu,2024,4,SHOPLIFTING,3.0
12174,Tamil Nadu,2024,4,TRAFFIC VIOLATION,2.0
12175,Tamil Nadu,2024,4,VANDALISM,2.0
12176,Tamil Nadu,2024,4,VEHICLE - STOLEN,3.0
12177,Telangana,2024,4,ARSON,5.0
12178,Telangana,2024,4,ASSAULT,2.0
12179,Telangana,2024,4,BURGLARY,4.0
12180,Telangana,2024,4,COUNTERFEITING,3.0
12181,Telangana,2024,4,CYBERCRIME,2.0
12182,Telangana,2024,4,DOMESTIC VIOLENCE,3.0
12183,Telangana,2024,4,DRUG OFFENSE,3.0
12184,Telangana,2024,4,EXTORTION,2.0
12185,Telangana,2024,4,FIREARM OFFENSE,3.0
12186,Telangana,2024,4,FRAUD,2.0
12187,Telangana,2024,4,HOMICIDE,3.0
12188,Telangana,2024,4,IDENTITY THEFT,3.0
12189,Telangana,2024,4,ILLEGAL POSSESSION,5.0
12190,Telangana,2024,4,KIDNAPPING,3.0
12191,Telangana,2024,4,PUBLIC INTOXICATION,2.0
12192,Telangana,2024,4,ROBBERY,4.0
12193,Telangana,2024,4,SEXUAL ASSAULT,2.0
12194,Telangana,2024,4,SHOPLIFTING,2.0
12195,Telangana,2024,4,TRAFFIC VIOLATION,3.0
12196,Telangana,2024,4,VANDALISM,2.0
12197,Telangana,2024,4,VEHICLE - STOLEN,2.0
12198,Uttar Pradesh,2024,4,ARSON,6.0
12199,Uttar Pradesh,2024,4,ASSAULT,5.0
12200,Uttar Pradesh,2024,4,BURGLARY,4.0
12201,Uttar Pradesh,2024,4,COUNTERFEITING,4.0
12202,Uttar Pradesh,2024,4,CYBERCRIME,4.0
12203,Uttar Pradesh,2024,4,DOMESTIC VIOLENCE,5.0
12204,Uttar Pradesh,2024,4,DRUG OFFENSE,4.0
12205,Uttar Pradesh,2024,4,EXTORTION,4.0
12206,Uttar Pradesh,2024,4,FIREARM OFFENSE,5.0
12207,Uttar Pradesh,2024,4,FRAUD,5.0
12208,Uttar Pradesh,2024,4,HOMICIDE,4.0
12209,Uttar Pradesh,2024,4,IDENTITY THEFT,4.0
12210,Uttar Pradesh,2024,4,ILLEGAL POSSESSION,5.0
12211,Uttar Pradesh,2024,4,KIDNAPPING,5.0
12212,Uttar Pradesh,2024,4,PUBLIC INTOXICATION,6.0
12213,Uttar Pradesh,2024,4,ROBBERY,4.0
12214,Uttar Pradesh,2024,4,SEXUAL ASSAULT,5.0
12215,Uttar Pradesh,2024,4,SHOPLIFTING,4.0
12216,Uttar Pradesh,2024,4,TRAFFIC VIOLATION,4.0
12217,Uttar Pradesh,2024,4,VANDALISM,4.0
12218,Uttar Pradesh,2024,4,VEHICLE - STOLEN,5.0
12219,West Bengal,2024,4,ARSON,4.0
12220,West Bengal,2024,4,ASSAULT,2.0
12221,West Bengal,2024,4,BURGLARY,4.0
12222,West Bengal,2024,4,COUNTERFEITING,2.0
12223,West Bengal,2024,4,CYBERCRIME,2.0
12224,West Bengal,2024,4,DOMESTIC VIOLENCE,3.0
12225,West Bengal,2024,4,DRUG OFFENSE,3.0
12226,West Bengal,2024,4,EXTORTION,2.0
12227,West Bengal,2024,4,FIREARM OFFENSE,2.0
12228,West Bengal,2024,4,FRAUD,3.0
12229,West Bengal,2024,4,HOMICIDE,2.0
12230,West Bengal,2024,4,IDENTITY THEFT,2.0
12231,West Bengal,2024,4,ILLEGAL POSSESSION,3.0
12232,West Bengal,2024,4,KIDNAPPING,2.0
12233,West Bengal,2024,4,PUBLIC INTOXICATION,2.0
12234,West Bengal,2024,4,ROBBERY,2.0
12235,West Bengal,2024,4,SEXUAL ASSAULT,2.0
12236,West Bengal,2024,4,SHOPLIFTING,2.0
12237,West Bengal,2024,4,TRAFFIC VIOLATION,2.0
12238,West Bengal,2024,4,VANDALISM,2.0
12239,West Bengal,2024,4,VEHICLE - STOLEN,2.0
12240,Andhra Pradesh,2024,5,ARSON,2.0
12241,Andhra Pradesh,2024,5,ASSAULT,2.0
12242,Andhra Pradesh,2024,5,BURGLARY,2.0
12243,Andhra Pradesh,2024,5,COUNTERFEITING,2.0
12244,Andhra Pradesh,2024,5,CYBERCRIME,1.0
12245,Andhra Pradesh,2024,5,DOMESTIC VIOLENCE,1.0
12246,Andhra Pradesh,2024,5,DRUG OFFENSE,2.0
12247,Andhra Pradesh,2024,5,EXTORTION,2.0
12248,Andhra Pradesh,2024,5,FIREARM OFFENSE,2.0
12249,Andhra Pradesh,2024,5,FRAUD,2.0
12250,Andhra Pradesh,2024,5,HOMICIDE,1.0
12251,Andhra Pradesh,2024,5,IDENTITY THEFT,2.0
12252,Andhra Pradesh,2024,5,ILLEGAL POSSESSION,2.0
12253,Andhra Pradesh,2024,5,KIDNAPPING,1.0
12254,Andhra Pradesh,2024,5,PUBLIC INTOXICATION,2.0
12255,Andhra Pradesh,2024,5,ROBBERY,2.0
12256,Andhra Pradesh,2024,5,SEXUAL ASSAULT,2.0
12257,Andhra Pradesh,2024,5,SHOPLIFTING,2.0
12258,Andhra Pradesh,2024,5,TRAFFIC VIOLATION,1.0
12259,Andhra Pradesh,2024,5,VANDALISM,2.0
12260,Andhra Pradesh,2024,5,VEHICLE - STOLEN,1.0
12261,Bihar,2024,5,ARSON,2.0
12262,Bihar,2024,5,ASSAULT,1.0
12263,Bihar,2024,5,BURGLARY,2.0
12264,Bihar,2024,5,COUNTERFEITING,1.0
12265,Bihar,2024,5,CYBERCRIME,2.0
12266,Bihar,2024,5,DOMESTIC VIOLENCE,1.0
12267,Bihar,2024,5,DRUG OFFENSE,2.0
12268,Bihar,2024,5,EXTORTION,2.0
12269,Bihar,2024,5,FIREARM OFFENSE,2.0
12270,Bihar,2024,5,FRAUD,2.0
12271,Bihar,2024,5,HOMICIDE,1.0
12272,Bihar,2024,5,IDENTITY THEFT,2.0
12273,Bihar,2024,5,ILLEGAL POSSESSION,2.0
12274,Bihar,2024,5,KIDNAPPING,1.0
12275,Bihar,2024,5,PUBLIC INTOXICATION,2.0
12276,Bihar,2024,5,ROBBERY,1.0
12277,Bihar,2024,5,SEXUAL ASSAULT,1.0
12278,Bihar,2024,5,SHOPLIFTING,2.0
12279,Bihar,2024,5,TRAFFIC VIOLATION,2.0
12280,Bihar,2024,5,VANDALISM,1.0
12281,Bihar,2024,5,VEHICLE - STOLEN,1.0
12282,Delhi,2024,5,ARSON,7.0
12283,Delhi,2024,5,ASSAULT,3.0
12284,Delhi,2024,5,BURGLARY,4.0
12285,Delhi,2024,5,COUNTERFEITING,4.0
12286,Delhi,2024,5,CYBERCRIME,4.0
12287,Delhi,2024,5,DOMESTIC VIOLENCE,3.0
12288,Delhi,2024,5,DRUG OFFENSE,4.0
12289,Delhi,2024,5,EXTORTION,4.0
12290,Delhi,2024,5,FIREARM OFFENSE,4.0
12291,Delhi,2024,5,FRAUD,4.0
12292,Delhi,2024,5,HOMICIDE,5.0
12293,Delhi,2024,5,IDENTITY THEFT,6.0
12294,Delhi,2024,5,ILLEGAL POSSESSION,5.0
12295,Delhi,2024,5,KIDNAPPING,4.0
12296,Delhi,2024,5,PUBLIC INTOXICATION,4.0
12297,Delhi,2024,5,ROBBERY,4.0
12298,Delhi,2024,5,SEXUAL ASSAULT,4.0
12299,Delhi,2024,5,SHOPLIFTING,4.0
12300,Delhi,2024,5,TRAFFIC VIOLATION,5.0
12301,Delhi,2024,5,VANDALISM,4.0
12302,Delhi,2024,5,VEHICLE - STOLEN,3.0
12303,Gujarat,2024,5,ARSON,4.0
12304,Gujarat,2024,5,ASSAULT,5.0
12305,Gujarat,2024,5,BURGLARY,4.0
12306,Gujarat,2024,5,COUNTERFEITING,4.0
12307,Gujarat,2024,5,CYBERCRIME,3.0
12308,Gujarat,2024,5,DOMESTIC VIOLENCE,4.0
12309,Gujarat,2024,5,DRUG OFFENSE,3.0
12310,Gujarat,2024,5,EXTORTION,4.0
12311,Gujarat,2024,5,FIREARM OFFENSE,4.0
12312,Gujarat,2024,5,FRAUD,3.0
12313,Gujarat,2024,5,HOMICIDE,3.0
12314,Gujarat,2024,5,IDENTITY THEFT,4.0
12315,Gujarat,2024,5,ILLEGAL POSSESSION,5.0
12316,Gujarat,2024,5,KIDNAPPING,2.0
12317,Gujarat,2024,5,PUBLIC INTOXICATION,3.0
12318,Gujarat,2024,5,ROBBERY,3.0
12319,Gujarat,2024,5,SEXUAL ASSAULT,3.0
12320,Gujarat,2024,5,SHOPLIFTING,3.0
12321,Gujarat,2024,5,TRAFFIC VIOLATION,4.0
12322,Gujarat,2024,5,VANDALISM,3.0
12323,Gujarat,2024,5,VEHICLE - STOLEN,3.0
12324,Haryana,2024,5,ARSON,2.0
12325,Haryana,2024,5,ASSAULT,1.0
12326,Haryana,2024,5,BURGLARY,2.0
12327,Haryana,2024,5,COUNTERFEITING,1.0
12328,Haryana,2024,5,CYBERCRIME,2.0
12329,Haryana,2024,5,DOMESTIC VIOLENCE,1.0
12330,Haryana,2024,5,DRUG OFFENSE,2.0
12331,Haryana,2024,5,EXTORTION,2.0
12332,Haryana,2024,5,FIREARM OFFENSE,1.0
12333,Haryana,2024,5,FRAUD,2.0
12334,Haryana,2024,5,HOMICIDE,1.0
12335,Haryana,2024,5,IDENTITY THEFT,1.0
12336,Haryana,2024,5,ILLEGAL POSSESSION,1.0
12337,Haryana,2024,5,KIDNAPPING,2.0
12338,Haryana,2024,5,PUBLIC INTOXICATION,2.0
12339,Haryana,2024,5,ROBBERY,1.0
12340,Haryana,2024,5,SEXUAL ASSAULT,2.0
12341,Haryana,2024,5,SHOPLIFTING,2.0
12342,Haryana,2024,5,TRAFFIC VIOLATION,1.0
12343,Haryana,2024,5,VANDALISM,1.0
12344,Haryana,2024,5,VEHICLE - STOLEN,1.0
12345,Jammu & Kashmir,2024,5,ARSON,2.0
12346,Jammu & Kashmir,2024,5,ASSAULT,2.0
12347,Jammu & Kashmir,2024,5,BURGLARY,2.0
12348,Jammu & Kashmir,2024,5,COUNTERFEITING,2.0
12349,Jammu & Kashmir,2024,5,CYBERCRIME,2.0
12350,Jammu & Kashmir,2024,5,DOMESTIC VIOLENCE,1.0
12351,Jammu & Kashmir,2024,5,DRUG OFFENSE,1.0
12352,Jammu & Kashmir,2024,5,EXTORTION,2.0
12353,Jammu & Kashmir,2024,5,FIREARM OFFENSE,2.0
12354,Jammu & Kashmir,2024,5,FRAUD,2.0
12355,Jammu & Kashmir,2024,5,HOMICIDE,2.0
12356,Jammu & Kashmir,2024,5,IDENTITY THEFT,2.0
12357,Jammu & Kashmir,2024,5,ILLEGAL POSSESSION,2.0
12358,Jammu & Kashmir,2024,5,KIDNAPPING,1.0
12359,Jammu & Kashmir,2024,5,PUBLIC INTOXICATION,1.0
12360,Jammu & Kashmir,2024,5,ROBBERY,2.0
12361,Jammu & Kashmir,2024,5,SEXUAL ASSAULT,2.0
12362,Jammu & Kashmir,2024,5,SHOPLIFTING,2.0
12363,Jammu & Kashmir,2024,5,TRAFFIC VIOLATION,2.0
12364,Jammu & Kashmir,2024,5,VANDALISM,1.0
12365,Jammu & Kashmir,2024,5,VEHICLE - STOLEN,2.0
12366,Karnataka,2024,5,ARSON,4.0
12367,Karnataka,2024,5,ASSAULT,3.0
12368,Karnataka,2024,5,BURGLARY,4.0
12369,Karnataka,2024,5,COUNTERFEITING,4.0
12370,Karnataka,2024,5,CYBERCRIME,3.0
12371,Karnataka,2024,5,DOMESTIC VIOLENCE,2.0
12372,Karnataka,2024,5,DRUG OFFENSE,3.0
12373,Karnataka,2024,5,EXTORTION,3.0
12374,Karnataka,2024,5,FIREARM OFFENSE,2.0
12375,Karnataka,2024,5,FRAUD,4.0
12376,Karnataka,2024,5,HOMICIDE,2.0
12377,Karnataka,2024,5,IDENTITY THEFT,4.0
12378,Karnataka,2024,5,ILLEGAL POSSESSION,4.0
12379,Karnataka,2024,5,KIDNAPPING,3.0
12380,Karnataka,2024,5,PUBLIC INTOXICATION,4.0
12381,Karnataka,2024,5,ROBBERY,4.0
12382,Karnataka,2024,5,SEXUAL ASSAULT,3.0
12383,Karnataka,2024,5,SHOPLIFTING,2.0
12384,Karnataka,2024,5,TRAFFIC VIOLATION,3.0
12385,Karnataka,2024,5,VANDALISM,2.0
12386,Karnataka,2024,5,VEHICLE - STOLEN,4.0
12387,Madhya Pradesh,2024,5,ARSON,2.0
12388,Madhya Pradesh,2024,5,ASSAULT,2.0
12389,Madhya Pradesh,2024,5,BURGLARY,2.0
12390,Madhya Pradesh,2024,5,COUNTERFEITING,1.0
12391,Madhya Pradesh,2024,5,CYBERCRIME,2.0
12392,Madhya Pradesh,2024,5,DOMESTIC VIOLENCE,1.0
12393,Madhya Pradesh,2024,5,DRUG OFFENSE,2.0
12394,Madhya Pradesh,2024,5,EXTORTION,2.0
12395,Madhya Pradesh,2024,5,FIREARM OFFENSE,2.0
12396,Madhya Pradesh,2024,5,FRAUD,2.0
12397,Madhya Pradesh,2024,5,HOMICIDE,2.0
12398,Madhya Pradesh,2024,5,IDENTITY THEFT,2.0
12399,Madhya Pradesh,2024,5,ILLEGAL POSSESSION,2.0
12400,Madhya Pradesh,2024,5,KIDNAPPING,2.0
12401,Madhya Pradesh,2024,5,PUBLIC INTOXICATION,2.0
12402,Madhya Pradesh,2024,5,ROBBERY,2.0
12403,Madhya Pradesh,2024,5,SEXUAL ASSAULT,2.0
12404,Madhya Pradesh,2024,5,SHOPLIFTING,2.0
12405,Madhya Pradesh,2024,5,TRAFFIC VIOLATION,2.0
12406,Madhya Pradesh,2024,5,VANDALISM,2.0
12407,Madhya Pradesh,2024,5,VEHICLE - STOLEN,2.0
12408,Maharashtra,2024,5,ARSON,6.0
12409,Maharashtra,2024,5,ASSAULT,8.0
12410,Maharashtra,2024,5,BURGLARY,9.0
12411,Maharashtra,2024,5,COUNTERFEITING,10.0
12412,Maharashtra,2024,5,CYBERCRIME,7.0
12413,Maharashtra,2024,5,DOMESTIC VIOLENCE,20.0
12414,Maharashtra,2024,5,DRUG OFFENSE,9.0
12415,Maharashtra,2024,5,EXTORTION,12.0
12416,Maharashtra,2024,5,FIREARM OFFENSE,6.0
12417,Maharashtra,2024,5,FRAUD,7.0
12418,Maharashtra,2024,5,HOMICIDE,7.0
12419,Maharashtra,2024,5,IDENTITY THEFT,9.0
12420,Maharashtra,2024,5,ILLEGAL POSSESSION,8.0
12421,Maharashtra,2024,5,KIDNAPPING,8.0
12422,Maharashtra,2024,5,PUBLIC INTOXICATION,7.0
12423,Maharashtra,2024,5,ROBBERY,8.0
12424,Maharashtra,2024,5,SEXUAL ASSAULT,6.0
12425,Maharashtra,2024,5,SHOPLIFTING,7.0
